MSSubClass,LotArea,Street,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,ExterQual,ExterCond,Foundation,Heating,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleCondition,SalePrice
50,10452,1,0,3,4,0,6,2,2,0,0,7,6,1941,1985,1,0,2,2,0,0,0,1,1225,908,0,2133,1,1,4,1,8,2,2,0,0,86,0,0,0,0,7,2010,4,194631
90,15600,1,3,3,4,0,6,2,2,2,4,5,6,1950,1991,1,0,3,2,1,0,0,1,1102,1075,0,2177,2,1,5,2,11,0,2,0,0,0,0,0,0,0,3,2010,4,213618
80,19645,1,0,3,2,0,6,2,2,0,6,7,6,1994,2007,1,0,3,4,2,0,0,1,896,756,0,1652,2,1,3,1,6,0,2,0,0,0,0,0,0,0,6,2010,4,198342
120,3907,1,0,1,4,1,1,2,2,4,2,8,6,1989,1989,1,0,2,4,1,0,2,1,1034,0,0,1034,1,0,1,1,4,1,2,141,36,0,0,0,0,0,4,2010,4,138607
120,3907,1,0,1,4,1,1,2,2,4,2,8,5,1989,1989,1,0,2,4,1,0,2,1,1191,0,0,1191,2,0,2,1,5,1,2,112,81,0,0,0,0,0,3,2010,4,150778
30,8154,1,3,3,4,0,9,2,2,0,2,2,5,1941,1950,1,0,3,4,0,0,4,1,540,0,0,540,1,0,1,1,4,0,0,0,0,0,0,0,0,0,4,2010,4,146966
50,9140,1,3,1,4,0,9,2,2,0,0,6,5,1921,1975,1,0,3,4,0,0,1,1,727,380,0,1107,1,0,2,1,5,0,2,0,56,0,0,200,0,0,4,2010,4,162182
30,8712,0,3,3,0,0,9,2,2,0,2,4,7,1896,1950,3,0,1,1,1,0,2,1,952,0,0,952,1,0,3,1,5,0,0,0,0,265,0,0,0,0,6,2010,2,176825
120,3811,1,0,1,0,1,6,0,2,4,2,8,5,2004,2005,3,0,2,4,2,0,0,1,1646,0,0,1646,2,0,2,1,5,1,2,128,53,0,0,155,0,0,5,2010,4,152799
60,11050,1,3,3,4,0,11,2,2,0,4,8,5,1998,1999,1,0,2,4,2,0,0,1,1036,880,0,1916,2,1,3,1,8,1,2,0,70,0,0,0,0,0,5,2010,4,180322
80,9620,1,3,3,4,0,11,2,2,0,6,6,7,1977,1977,1,0,3,4,1,0,4,1,1285,0,0,1285,2,0,3,1,6,1,2,375,26,0,0,0,0,80,5,2010,4,177508
90,12760,1,0,3,4,0,11,2,2,2,2,6,5,1976,1976,1,0,3,4,1,0,4,1,2048,0,0,2048,3,0,5,2,9,0,2,0,0,0,0,0,0,0,3,2010,4,208029
20,11896,1,0,3,0,0,23,2,2,0,2,7,5,2008,2008,1,0,2,4,2,0,0,1,1346,0,0,1346,2,0,3,1,6,1,2,100,48,0,0,0,0,0,5,2010,4,181987
20,9803,1,3,3,4,0,23,2,2,0,2,7,5,2009,2010,1,0,2,4,2,0,0,1,1214,0,0,1214,2,0,2,1,6,0,2,0,25,0,0,0,0,0,1,2010,5,160172
60,9802,1,3,3,4,0,23,2,2,0,4,5,5,2006,2007,1,0,3,4,2,0,2,1,744,700,0,1444,2,1,3,1,7,0,2,100,0,0,0,0,0,0,4,2010,4,176761
20,15300,1,3,0,4,0,11,2,2,0,2,5,5,1965,1977,3,0,3,4,1,0,4,1,1264,0,0,1264,1,0,2,1,7,1,2,0,0,0,0,0,0,0,6,2010,4,176515
20,10114,1,3,3,4,0,11,2,2,0,2,5,5,2004,2005,1,0,3,4,2,0,0,1,1430,0,0,1430,2,0,3,1,7,0,2,0,0,0,0,0,0,0,3,2010,4,176270
20,11875,1,3,3,4,0,11,2,2,0,2,5,5,1999,1999,1,0,3,4,2,0,0,1,1344,0,0,1344,2,0,3,1,7,1,2,328,0,0,0,0,0,0,6,2010,4,183050
120,2394,1,3,2,4,1,10,2,2,3,2,5,6,1973,1973,1,0,3,4,1,0,0,1,945,0,0,945,1,0,2,1,5,1,2,174,0,56,0,108,0,0,5,2010,4,150011
160,1476,1,3,3,4,0,10,2,2,3,4,4,7,1970,1970,1,0,3,4,1,0,0,1,546,546,0,1092,1,1,3,1,5,0,2,200,26,0,0,0,0,0,3,2010,4,159270
160,1900,1,3,3,4,0,10,2,2,4,4,4,4,1970,1970,1,0,3,4,1,0,0,1,546,546,0,1092,1,1,3,1,5,0,2,0,0,0,0,0,0,0,6,2010,4,163419
160,1890,1,3,3,4,0,10,2,2,4,4,4,6,1972,1972,1,0,3,4,1,0,4,1,546,546,0,1092,1,1,3,1,5,0,2,0,0,64,0,0,0,0,6,2010,4,163399
20,6953,1,3,3,4,0,11,2,2,0,2,5,7,1971,2004,1,0,3,2,1,0,0,1,874,0,0,874,1,0,3,1,5,0,2,0,0,0,0,0,0,0,6,2010,4,173364
20,12887,1,3,3,4,0,11,2,2,0,2,5,7,1984,1984,1,0,3,4,1,0,4,1,833,0,0,833,1,0,2,1,5,0,2,431,0,0,0,0,0,0,4,2010,4,169556
90,7700,1,3,3,4,0,11,2,2,2,4,5,2,1985,1986,1,0,3,3,2,0,2,1,1216,1216,0,2432,4,2,4,2,10,0,2,200,0,0,0,0,0,600,2,2010,4,183690
60,10475,1,3,3,4,0,11,2,2,0,4,5,5,1991,1991,1,0,3,4,2,0,2,1,624,650,0,1274,1,1,3,1,6,0,2,22,0,0,0,0,0,0,3,2010,4,176980
50,10544,1,0,3,4,1,11,2,2,0,0,5,5,1969,1969,1,0,3,4,1,0,4,1,864,615,0,1479,2,0,5,1,8,0,2,287,0,280,0,0,0,0,4,2010,4,204773
20,9892,1,3,3,4,1,11,2,2,0,2,8,5,1994,1995,3,0,2,2,2,0,0,1,1803,0,0,1803,2,1,3,1,6,2,2,129,64,222,0,0,0,0,2,2010,4,174728
60,12961,1,3,3,4,0,11,2,2,0,4,6,5,1993,1994,1,0,2,2,2,0,0,1,1152,645,0,1797,2,1,3,1,7,1,2,162,312,0,0,0,0,0,3,2010,4,181873
20,13008,1,0,3,4,0,12,2,2,0,2,6,5,1956,1956,1,0,3,4,1,0,4,1,882,0,0,882,1,0,2,1,5,0,2,0,0,0,0,0,0,0,10,2009,4,177322
20,10200,1,3,3,4,0,12,2,2,0,2,6,5,1974,1974,3,0,3,4,1,0,4,1,1434,0,0,1434,2,0,4,1,7,1,2,80,21,0,0,0,0,0,6,2009,4,193927
60,10179,1,0,3,0,0,8,2,2,0,4,6,5,1997,1997,1,0,3,4,2,0,0,1,945,663,0,1608,2,1,3,1,7,1,2,252,30,0,0,0,0,0,7,2009,4,181715
60,11792,1,0,3,4,0,8,2,2,0,4,8,5,2003,2003,1,0,2,4,2,0,0,1,1008,1275,0,2283,2,1,4,1,9,1,2,120,46,0,0,0,0,0,8,2009,4,199270
80,8400,1,3,3,4,0,8,2,2,0,6,7,5,1996,1997,1,0,3,4,2,0,2,1,958,670,0,1628,2,1,3,1,7,1,2,48,72,0,0,0,0,490,6,2009,4,177109
120,7296,1,0,3,1,0,22,2,2,4,2,8,5,2004,2005,1,0,2,4,2,0,0,1,2522,0,0,2522,2,0,1,1,8,1,2,182,57,0,0,0,0,0,11,2009,4,153909
120,7380,1,0,3,0,0,22,2,2,0,2,8,5,1998,1998,1,0,3,4,2,0,0,1,1478,0,0,1478,2,0,2,1,5,0,2,168,43,0,0,0,0,0,7,2009,4,162931
120,8013,1,0,3,0,0,22,2,2,4,2,8,5,1995,1996,1,0,2,4,2,0,0,1,1734,0,0,1734,2,0,2,1,6,0,2,52,50,0,0,0,0,0,9,2009,4,166386
80,8923,1,0,3,4,0,8,2,2,0,6,7,5,1998,1998,1,0,2,4,2,0,2,1,751,631,0,1382,2,1,3,1,7,1,2,256,0,0,0,0,0,0,2,2009,4,173719
60,7500,1,3,3,4,0,8,2,2,0,4,6,5,1998,1999,1,0,2,4,2,0,2,1,952,684,0,1636,2,1,3,1,7,1,2,0,84,0,0,0,0,0,10,2009,4,179757
60,8803,1,0,3,4,0,8,2,2,0,4,6,5,1994,1995,1,0,3,4,2,0,2,1,707,809,0,1516,2,1,3,1,7,1,2,0,46,0,0,0,0,0,7,2009,4,179007
20,7250,1,3,3,4,0,8,2,2,0,2,6,5,1993,1993,1,0,3,4,2,0,0,1,1190,0,0,1190,2,0,3,1,6,1,2,0,21,0,0,0,0,0,11,2009,4,180370
60,11900,1,3,3,4,0,8,2,2,0,4,5,6,1977,1977,1,0,3,4,2,0,0,1,946,988,0,1934,2,1,3,1,6,1,1,0,176,0,0,200,0,0,7,2009,4,185102
60,13250,1,0,3,4,0,14,8,2,0,4,7,6,1978,1978,1,0,3,4,1,0,4,1,1154,896,0,2050,2,1,4,1,8,1,2,192,192,0,0,0,0,0,5,2009,0,198825
20,10928,1,3,3,4,0,14,2,2,0,2,6,6,1978,1986,1,0,3,4,2,0,4,1,1671,0,0,1671,2,0,3,1,7,1,2,252,55,0,0,0,0,0,8,2009,4,184294
60,12388,1,0,3,4,0,14,2,2,0,4,7,7,1980,1991,1,0,3,4,1,0,4,1,1539,1134,0,2673,2,1,4,1,9,1,2,178,84,0,0,0,0,0,8,2009,4,200443
20,11088,1,3,3,4,0,14,2,2,0,2,6,5,1978,1998,1,0,3,4,2,0,2,1,1707,0,0,1707,2,0,3,1,7,1,2,0,0,0,0,0,0,0,5,2009,4,181294
60,7000,1,3,3,4,0,21,2,2,0,4,7,5,2003,2003,1,0,2,4,2,0,0,1,1016,868,0,1884,2,1,3,1,7,1,2,0,35,0,0,0,0,0,6,2009,4,174354
60,7500,1,3,3,4,0,21,8,2,0,4,8,5,2000,2001,1,0,2,4,2,0,0,1,1058,816,0,1874,2,1,3,1,7,1,2,0,134,0,0,0,0,0,3,2009,4,172023
60,8470,1,3,3,0,0,21,2,2,0,4,8,5,2002,2002,1,0,2,4,2,0,0,1,972,839,0,1811,2,1,3,1,7,1,2,225,48,0,0,0,0,0,10,2009,4,181666
20,9373,1,0,3,1,0,14,4,2,0,2,5,7,1975,1975,1,0,3,4,1,0,4,1,1621,0,0,1621,2,0,3,1,7,2,2,0,0,0,0,490,0,0,6,2009,4,179024
20,10140,1,3,3,4,0,14,2,2,0,2,6,6,1974,1974,3,0,3,4,1,0,0,1,1116,0,0,1116,2,0,3,1,6,1,2,0,0,0,0,0,0,0,4,2009,4,178324
20,11050,1,0,3,0,0,14,2,2,0,2,7,5,1975,1975,1,0,3,4,1,0,1,1,1193,0,0,1193,2,0,3,1,5,1,2,40,0,0,0,0,0,0,8,2009,4,184534
20,7830,1,0,3,4,0,12,2,2,0,2,5,5,1970,1970,1,0,3,4,1,0,4,1,1180,0,0,1180,1,1,2,1,6,0,2,0,45,0,0,0,0,0,3,2009,4,159397
20,8510,1,0,3,4,0,12,2,2,0,2,5,7,1971,1971,1,0,3,4,1,0,0,1,1050,0,0,1050,1,1,3,1,6,0,2,0,0,0,0,0,0,0,7,2009,4,178430
20,7038,1,3,3,4,0,12,2,2,0,2,4,6,1970,1970,1,0,3,4,1,0,4,1,864,0,0,864,1,0,3,1,5,0,2,210,0,0,0,0,0,0,9,2009,0,177743
20,9000,1,3,3,2,0,12,2,2,0,2,4,7,1971,2006,1,0,3,2,1,0,2,1,864,0,0,864,1,0,3,1,5,0,2,200,0,0,0,0,0,0,7,2009,4,179395
160,1680,1,3,3,4,0,2,2,2,3,4,6,5,1973,1973,1,0,3,4,1,0,4,1,483,504,0,987,1,1,2,1,5,0,2,0,0,0,0,0,0,0,7,2009,4,151713
160,1680,1,3,3,4,0,2,2,2,3,4,6,6,1972,1972,1,0,3,4,1,0,4,1,483,504,0,987,1,1,2,1,5,0,2,0,0,0,0,0,0,0,7,2009,4,151713
160,2308,1,3,3,2,0,13,2,2,4,4,6,5,1976,1976,1,0,3,4,1,0,4,1,804,744,0,1548,2,1,3,1,7,1,2,108,0,0,0,0,0,0,9,2009,4,168434
120,2280,1,3,3,2,0,13,2,2,3,2,7,5,1975,1975,1,0,3,4,1,0,4,1,1055,0,0,1055,2,0,2,1,4,1,2,0,27,0,0,0,0,0,8,2009,4,153999
160,2349,1,3,3,4,0,13,2,2,3,4,6,5,1977,1977,1,0,3,4,1,0,4,1,855,601,0,1456,2,1,3,1,6,1,2,0,28,0,0,0,0,0,5,2009,4,164096
160,2364,1,3,3,4,0,13,2,2,4,4,6,5,1978,1978,1,0,3,4,1,0,4,1,804,744,0,1548,2,1,3,1,7,1,2,108,0,0,0,0,0,0,7,2009,4,166335
160,2364,1,3,3,4,0,13,2,2,4,4,6,5,1978,1978,1,0,2,4,1,0,4,1,855,601,0,1456,2,1,3,1,6,1,2,147,0,0,0,0,0,0,4,2009,4,163020
120,2104,1,3,3,4,0,13,2,2,4,2,7,6,1976,1976,1,0,3,4,1,0,4,1,836,0,0,836,1,0,2,1,5,0,2,150,20,0,0,0,0,0,10,2009,4,155862
20,10710,1,3,3,4,0,12,2,2,0,2,5,7,1966,2004,3,0,2,4,2,0,0,1,1120,0,0,1120,1,0,3,1,5,1,2,0,162,0,0,0,0,1200,7,2009,4,182760
60,14257,1,3,3,4,0,16,4,2,0,4,9,5,2007,2007,3,0,0,4,2,0,0,1,1794,978,0,2772,3,1,4,1,10,3,2,135,64,0,0,0,0,0,6,2009,4,201912
60,12350,1,3,3,4,0,16,2,2,0,4,9,5,2009,2009,1,0,2,4,2,0,0,1,1365,1325,0,2690,2,1,3,1,8,1,2,0,197,0,0,0,0,0,7,2009,5,185988
20,12350,1,3,3,4,0,16,2,2,0,2,9,5,2008,2008,3,0,0,4,2,0,0,1,2020,0,0,2020,2,0,3,1,7,1,2,192,98,0,0,0,0,0,5,2009,4,183778
20,13693,1,3,3,4,0,16,3,3,0,2,10,5,2007,2007,3,0,0,4,2,0,0,1,2674,0,0,2674,2,1,2,1,8,2,2,360,50,0,0,0,0,0,3,2009,4,170935
20,11578,1,3,3,4,0,16,2,2,0,2,9,5,2008,2008,1,0,0,4,2,0,0,1,1736,0,0,1736,2,0,3,1,7,1,2,319,90,0,0,0,0,0,7,2009,4,184468
20,16870,1,0,3,3,0,16,2,2,0,2,8,5,2004,2005,3,0,2,4,2,0,0,1,1782,0,0,1782,2,0,3,1,7,2,2,99,82,0,0,0,0,0,4,2009,4,191569
60,23303,1,2,3,1,0,16,2,2,0,4,8,5,2007,2007,1,0,2,4,2,0,0,1,1508,1012,0,2520,2,1,5,1,10,1,2,192,273,0,0,0,0,0,6,2009,3,232991
20,10367,1,0,3,4,0,16,2,2,0,2,9,5,2008,2008,3,0,0,4,2,0,0,1,1743,0,0,1743,2,0,3,1,8,1,2,168,45,0,0,0,0,0,6,2009,4,180980
20,10872,1,0,3,4,0,16,2,2,0,2,9,5,2006,2006,1,0,2,4,2,0,0,1,1531,0,0,1531,2,0,2,1,6,1,2,184,52,0,0,0,0,0,2,2009,4,164279
20,13514,1,0,3,0,0,16,2,2,0,2,9,5,2008,2008,3,0,0,4,2,0,0,1,1808,0,0,1808,2,0,3,1,7,1,2,200,26,0,0,0,0,0,3,2009,4,183859
20,12878,1,0,3,0,0,16,2,2,0,2,7,5,2003,2004,3,0,2,4,2,0,0,1,1760,0,0,1760,2,0,3,1,8,1,2,165,190,0,0,0,0,0,6,2009,4,185922
20,15274,1,0,3,0,0,16,2,2,0,2,9,5,2003,2003,3,0,2,4,2,0,0,1,2452,0,0,2452,2,0,3,1,10,1,2,0,116,0,0,0,0,0,7,2009,4,191742
60,13262,1,0,3,4,0,16,2,2,0,4,8,5,2003,2004,1,0,2,4,2,0,0,1,1105,1295,0,2400,3,1,4,1,10,1,2,114,40,0,0,0,0,0,6,2009,4,199954
20,9658,1,0,3,4,0,16,2,2,0,2,8,5,2006,2006,1,0,2,4,2,0,2,1,1606,0,0,1606,2,0,3,1,6,1,2,230,60,0,0,0,0,0,7,2009,4,180690
120,6904,1,0,3,4,0,16,2,2,4,2,6,5,2005,2005,1,0,2,4,2,0,0,1,1358,0,0,1358,2,0,2,1,6,1,2,192,36,0,0,0,0,0,8,2009,4,163099
120,5122,1,0,3,4,0,16,2,2,3,2,6,5,2005,2005,1,0,2,4,2,0,0,1,1306,0,0,1306,2,0,1,1,5,1,2,170,63,0,0,0,0,0,3,2009,4,140791
120,10307,1,0,3,4,0,16,2,2,4,2,7,5,2007,2008,1,0,2,4,2,0,0,1,1358,0,0,1358,2,0,2,1,6,1,2,192,26,0,0,0,0,0,5,2009,4,166481
20,14836,1,0,1,4,1,16,2,2,0,2,10,5,2004,2005,3,0,0,4,2,0,0,1,2492,0,0,2492,2,1,2,1,8,1,2,226,235,0,0,0,0,0,2,2009,0,172080
20,15262,1,0,3,0,0,16,2,2,0,2,8,5,2003,2004,3,0,2,4,2,0,0,1,2200,0,0,2200,2,1,3,1,8,1,2,208,55,0,0,0,0,0,7,2009,4,191719
120,7390,1,0,3,4,0,16,2,2,4,2,9,5,2008,2009,3,0,0,4,2,0,0,1,1884,0,0,1884,2,0,2,1,6,1,2,231,90,0,0,0,0,0,5,2009,5,160741
120,6472,1,3,3,4,0,16,2,2,4,2,9,5,2008,2008,3,0,0,4,2,0,0,1,1456,0,0,1456,2,0,2,1,6,1,2,192,42,0,0,0,0,0,4,2009,4,157829
20,16770,1,3,3,0,0,16,2,2,0,2,8,5,2002,2003,3,0,2,4,2,0,0,1,1712,0,0,1712,2,0,3,1,8,1,2,218,183,0,0,0,0,0,9,2009,4,196896
120,3480,1,3,3,4,0,16,2,2,4,2,7,5,2003,2003,1,0,2,4,2,0,0,1,1405,0,0,1405,2,0,2,1,6,1,2,148,36,0,0,0,0,0,11,2009,4,159675
60,10928,1,3,3,4,0,8,6,2,0,4,7,5,2005,2005,1,0,2,4,2,0,0,1,728,728,0,1456,2,1,3,1,8,1,2,100,0,0,0,0,0,0,6,2009,4,182084
60,8918,1,0,3,4,0,8,2,2,0,4,6,5,2005,2006,1,0,2,4,2,0,0,1,745,745,0,1490,2,1,3,1,7,1,2,36,20,0,0,0,0,0,7,2009,4,179233
120,3182,1,3,3,4,0,0,2,2,4,2,7,5,2005,2006,1,0,2,4,2,0,0,1,1220,0,0,1220,2,0,2,1,5,1,2,100,16,0,0,0,0,0,8,2009,4,155774
80,9434,1,0,3,4,0,8,2,2,0,6,7,5,2004,2005,1,0,2,4,2,0,0,1,744,630,0,1374,2,1,3,1,6,1,2,100,0,0,0,0,0,0,8,2009,4,181354
60,7984,1,0,3,4,0,8,2,2,0,4,7,5,2004,2005,1,0,2,4,2,0,0,1,868,762,0,1630,2,1,3,1,7,1,2,120,48,0,0,0,0,0,9,2009,4,179605
60,10125,1,0,3,4,0,8,2,2,0,4,7,5,2004,2004,1,0,2,4,2,0,0,1,846,748,0,1594,2,1,3,1,7,1,2,300,48,0,0,0,0,0,7,2009,4,181609
60,8965,1,0,3,4,0,8,2,2,0,4,7,5,2003,2003,1,0,2,4,2,0,0,1,806,683,0,1489,2,1,3,1,8,1,2,0,75,0,0,0,0,0,6,2009,4,178221
60,8174,1,0,3,4,0,8,2,2,0,4,7,5,2003,2003,1,0,2,4,2,0,0,1,698,644,0,1342,2,1,3,1,7,1,2,100,56,0,0,0,0,0,5,2009,4,175559
60,12891,1,0,3,0,0,8,2,2,0,4,8,5,2002,2002,1,0,2,4,2,0,0,1,878,1126,0,2004,2,1,4,1,8,1,2,0,48,0,0,0,0,0,7,2009,4,200328
80,9734,1,0,3,4,0,8,6,2,0,6,7,5,2004,2004,1,0,2,4,2,0,0,1,744,630,0,1374,2,1,3,1,7,0,2,0,0,0,0,0,0,0,5,2009,4,178630
60,8433,1,0,3,4,0,8,2,2,0,4,6,5,2000,2000,1,0,3,4,2,0,0,1,819,695,0,1514,2,1,3,1,7,1,2,0,72,0,0,0,0,0,6,2009,4,177174
80,7750,1,3,3,4,0,8,2,2,0,6,7,5,1999,2000,1,0,3,4,2,0,0,1,774,656,0,1430,2,1,3,1,7,1,2,0,0,0,0,0,0,0,3,2009,4,172515
60,15896,1,1,3,1,0,8,8,2,0,4,7,5,1999,1999,1,0,2,4,2,0,0,1,1223,1089,0,2312,2,1,4,1,8,1,2,298,0,0,0,0,0,0,5,2009,4,204032
80,7848,1,0,3,4,0,8,2,2,0,6,7,6,1999,1999,1,0,3,4,2,0,0,1,774,656,0,1430,2,1,3,1,7,1,2,0,0,0,0,0,0,0,6,2009,4,176023
60,12720,1,3,3,4,0,15,2,2,0,4,8,5,2000,2000,1,0,2,4,2,0,0,1,1466,1221,0,2687,2,1,4,1,10,2,2,252,30,0,0,0,0,0,9,2009,4,202202
20,10750,1,0,3,1,0,15,2,2,0,2,8,5,1994,1995,3,0,2,4,2,0,0,1,2063,0,0,2063,2,0,3,1,7,2,2,182,56,0,0,0,0,0,6,2009,4,181734
60,9085,1,3,3,4,0,15,2,2,0,4,7,5,1995,1996,1,0,2,4,2,0,0,1,1094,967,0,2061,2,1,3,1,7,1,2,296,102,209,0,0,0,0,11,2009,4,183982
60,11692,1,0,3,4,0,15,2,2,0,4,8,5,1993,1994,1,0,2,4,2,0,0,1,1215,1017,0,2232,2,1,3,1,8,1,2,173,165,0,0,0,0,0,10,2009,4,188007
20,11194,1,0,3,4,0,21,4,2,0,2,8,5,2008,2008,1,0,2,4,2,0,0,1,1696,0,0,1696,2,0,3,1,7,0,2,120,56,0,0,0,0,0,9,2009,4,185922
20,10206,1,3,3,4,0,21,4,2,0,2,8,5,2008,2008,1,0,2,4,2,0,0,1,1658,0,0,1658,2,1,3,1,7,1,2,144,44,0,0,0,0,0,9,2009,4,183978
20,10130,1,3,3,4,0,21,2,2,0,2,8,5,2007,2007,1,0,2,4,2,0,0,1,1702,0,0,1702,2,0,3,1,7,1,2,0,69,0,0,0,0,0,3,2009,4,177199
20,9139,1,0,3,4,0,21,2,2,0,2,8,5,2006,2006,3,0,2,4,2,0,0,1,1432,0,0,1432,2,0,3,1,7,1,2,297,50,0,0,0,0,0,9,2009,4,181878
20,11128,1,3,3,0,0,21,4,4,0,2,9,5,2005,2006,3,0,0,4,2,0,0,1,2490,0,0,2490,2,0,2,1,9,2,2,70,226,0,0,0,0,0,10,2009,4,173622
20,7993,1,0,3,4,0,21,2,2,0,2,7,5,2008,2009,1,0,2,4,2,0,0,1,1436,0,0,1436,2,0,3,1,6,0,2,0,121,0,0,0,0,0,10,2009,5,180728
20,8640,1,3,3,4,0,21,2,2,0,2,7,5,2008,2008,3,0,2,4,2,0,0,1,1402,0,0,1402,2,0,3,1,7,0,2,205,126,0,0,0,0,0,5,2009,4,176477
20,12606,1,0,3,4,0,21,2,2,0,2,9,5,2007,2008,1,0,2,4,2,0,0,1,1530,0,0,1530,2,0,3,1,7,1,2,212,136,0,0,0,0,0,5,2009,4,184282
20,7500,1,3,3,4,0,21,2,2,0,2,8,5,2006,2007,1,0,2,4,2,0,0,1,1448,0,0,1448,2,0,2,1,6,1,2,0,140,0,0,0,0,0,6,2009,4,162062
60,10603,1,3,3,4,0,21,2,2,0,4,8,5,2006,2006,3,0,2,4,2,0,0,1,909,886,0,1795,2,1,3,1,8,1,2,168,45,0,0,0,0,0,7,2009,4,182550
20,8125,1,3,3,0,0,21,2,2,0,2,8,5,2008,2009,3,0,2,4,2,0,0,1,1836,0,0,1836,2,0,3,1,8,1,2,0,175,0,0,0,0,0,10,2009,5,180987
20,10625,1,3,3,4,0,21,2,2,0,2,7,5,2006,2007,1,0,2,4,2,0,0,1,1662,0,0,1662,2,0,3,1,8,1,2,168,120,0,0,0,0,0,3,2009,4,178173
20,8736,1,0,3,4,0,21,2,2,0,2,7,5,2003,2004,1,0,2,4,2,0,0,1,1553,0,0,1553,2,0,3,1,6,0,2,192,88,0,0,0,0,0,8,2009,4,179980
60,8127,1,0,3,4,0,21,2,2,0,4,7,5,2003,2003,1,0,2,4,2,0,0,1,812,841,0,1653,2,1,3,1,6,0,2,0,45,0,0,0,0,0,3,2009,4,173257
20,9605,1,3,3,0,0,20,2,2,0,2,7,6,2007,2007,1,0,2,4,2,0,0,1,1218,0,0,1218,1,1,3,1,6,0,2,0,178,0,0,0,0,0,4,2009,4,177271
20,7500,1,3,3,4,0,20,2,2,0,2,7,5,2006,2006,1,0,2,4,2,0,0,1,1141,0,0,1141,1,1,3,1,6,0,2,182,0,0,0,0,0,0,6,2009,4,175338
20,7500,1,3,3,4,0,20,2,2,0,2,6,5,2004,2004,1,0,3,4,2,0,0,1,1158,0,0,1158,1,1,3,1,5,0,2,0,50,0,0,0,0,0,8,2009,4,177548
60,10628,1,0,3,0,0,20,2,2,0,4,7,5,2004,2004,1,0,2,4,2,0,0,1,871,941,0,1812,2,1,3,1,8,0,2,146,91,0,0,0,0,0,1,2009,4,175969
20,10141,1,0,3,4,0,20,2,2,0,2,8,5,2004,2004,1,1,2,4,2,0,0,1,1512,0,0,1512,2,0,3,1,6,0,2,210,36,0,0,0,0,0,1,2009,4,175011
20,13072,1,3,3,4,0,20,5,2,0,2,7,5,2004,2005,1,0,2,4,2,0,0,1,1114,0,0,1114,1,1,3,1,6,0,2,248,102,0,0,0,0,0,5,2009,4,185199
20,13072,1,3,3,4,0,20,5,2,0,2,5,5,2004,2004,1,0,3,4,2,0,0,1,1114,0,0,1114,1,1,3,1,6,0,2,0,39,0,0,0,0,0,8,2009,4,188514
20,12450,1,3,3,4,0,20,5,2,0,2,5,5,2003,2004,1,0,3,4,2,0,0,1,1114,0,0,1114,2,0,3,1,6,0,2,0,42,0,0,0,0,0,6,2009,4,185080
20,7328,1,3,3,4,0,20,2,2,0,2,7,5,2008,2009,1,0,2,4,2,0,0,1,1450,0,0,1450,2,0,2,1,6,0,2,0,93,0,0,0,0,0,2,2009,5,157304
60,11492,1,0,3,1,0,20,2,2,0,4,7,5,1996,1997,1,0,2,4,2,0,0,1,913,1209,0,2122,2,1,4,1,8,1,2,0,74,0,0,0,0,0,4,2009,4,194260
60,7703,1,3,3,4,0,20,2,2,0,4,6,6,1992,1992,1,0,2,2,2,0,0,1,833,897,0,1730,2,1,3,1,6,0,2,0,91,0,0,168,0,0,11,2009,4,181262
120,7175,1,3,3,4,0,20,2,2,4,2,6,5,1990,1991,1,0,2,4,2,0,2,1,1332,0,0,1332,2,0,2,1,5,0,2,0,60,0,0,0,0,0,2,2009,4,157003
60,9109,1,3,3,4,0,20,5,2,0,4,7,5,1994,1994,1,0,2,4,2,0,0,1,754,786,0,1540,2,1,3,1,6,0,2,140,32,0,0,0,0,0,10,2009,4,182924
60,10274,1,0,3,1,0,20,2,2,0,4,6,7,1986,1986,1,0,3,2,1,0,4,1,698,702,0,1400,2,1,3,1,6,0,2,0,48,0,0,0,0,0,7,2009,4,181902
90,8250,1,3,3,4,0,20,2,2,2,4,6,7,1981,1981,1,0,3,4,3,0,4,1,964,918,0,1882,2,0,4,2,8,2,2,0,0,0,0,0,0,0,5,2009,4,188985
20,9750,1,0,3,4,0,19,2,2,0,2,5,5,1962,1962,3,0,3,4,1,0,2,1,980,0,0,980,1,0,3,1,5,0,2,0,28,0,0,0,0,0,11,2009,4,185290
20,8499,1,0,3,0,0,19,1,2,0,2,5,6,1961,1961,1,0,3,4,1,0,0,1,864,0,0,864,1,0,3,1,5,0,2,0,312,0,0,0,0,0,6,2009,4,177304
20,9079,1,0,3,4,0,19,2,2,0,2,5,5,1961,1961,1,0,3,4,1,0,4,1,864,0,0,864,1,0,2,1,5,0,2,158,0,0,0,0,0,0,7,2009,4,166274
