MSSubClass,LotArea,Street,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,ExterQual,ExterCond,Foundation,Heating,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleCondition,SalePrice
20,10400,1,3,3,4,0,14,2,2,0,2,7,6,1970,1970,3,1,3,4,2,1,2,1,1682,0,0,1682,2,0,3,1,7,1,2,98,0,0,0,0,0,0,5,2008,4,174000
20,10355,1,0,3,0,0,12,2,2,0,2,5,5,1967,1967,1,1,3,4,1,1,4,1,1214,0,0,1214,2,0,3,1,5,1,2,0,111,0,0,0,0,0,7,2007,4,143000
90,11070,1,3,3,4,0,11,2,2,2,2,7,5,1988,1989,1,1,3,4,1,1,2,1,1959,0,0,1959,3,0,5,2,9,0,2,0,0,0,0,0,0,0,7,2006,3,171000
60,9066,1,0,3,4,0,5,2,2,0,5,8,5,1999,2000,1,1,2,4,2,1,0,1,1004,848,0,1852,2,1,3,1,7,2,2,224,106,0,0,0,0,0,12,2008,4,230000
60,15426,1,0,3,4,0,5,2,2,0,5,6,5,1997,1997,1,1,3,4,2,1,0,1,928,836,0,1764,2,1,3,1,7,0,2,276,99,0,0,0,0,0,8,2009,4,231500
20,10500,1,3,3,2,0,12,2,2,0,2,4,5,1971,1971,1,1,3,4,1,1,4,1,864,0,0,864,1,0,3,1,5,1,2,0,0,0,0,0,0,0,4,2010,4,115000
20,11645,1,3,3,4,0,5,2,2,0,2,7,5,2005,2005,1,1,2,4,2,1,0,1,1734,0,0,1734,2,0,3,1,7,0,2,160,24,0,0,0,0,0,1,2006,4,260000
50,8520,1,3,3,0,0,12,0,2,0,0,5,4,1952,1952,1,1,3,1,1,1,1,1,910,475,0,1385,2,0,4,1,6,0,2,0,0,0,0,0,0,0,6,2010,4,166000
20,10335,1,0,3,4,0,5,2,2,0,2,7,5,1999,1999,1,1,2,4,2,1,0,1,1501,0,0,1501,2,0,3,1,6,0,2,144,29,0,0,0,0,0,6,2009,4,204000
90,9100,1,3,3,4,0,19,5,2,2,2,5,5,1963,1963,1,1,3,4,1,1,4,1,1728,0,0,1728,2,0,6,2,10,0,2,0,0,0,0,0,0,0,11,2006,0,125000
160,2522,1,3,3,4,0,7,2,2,3,5,6,5,2004,2006,1,1,2,4,2,1,0,1,970,739,0,1709,2,0,3,1,7,0,2,0,40,0,0,0,0,0,4,2006,4,130000
30,6120,1,3,3,0,0,3,2,2,0,2,5,7,1931,1993,1,1,3,4,0,1,4,1,875,0,0,875,1,0,2,1,5,0,2,48,0,0,0,0,0,0,11,2009,4,105000
60,9505,1,0,3,1,0,8,2,2,0,5,7,5,2001,2001,1,1,2,4,2,1,0,1,884,1151,0,2035,2,1,3,1,8,1,2,144,48,0,0,0,0,0,5,2010,4,222500
20,7500,1,3,3,4,0,20,2,2,0,2,7,5,2004,2005,1,1,3,4,2,1,0,1,1080,0,0,1080,1,0,3,1,6,0,2,0,0,0,0,0,0,0,4,2008,4,141000
50,6240,1,3,3,4,0,3,2,2,0,0,5,4,1936,1950,1,1,3,4,0,1,2,1,896,448,0,1344,1,0,3,1,7,0,2,200,114,0,0,0,0,0,4,2006,4,115000
20,10356,1,3,3,0,0,5,2,2,0,2,5,6,1975,1975,1,1,3,4,1,1,4,1,969,0,0,969,1,1,3,1,5,0,2,0,0,0,0,0,0,0,1,2007,4,122000
20,13891,1,3,3,4,0,16,2,2,0,2,8,5,2007,2008,3,1,2,4,2,1,0,1,1710,0,0,1710,2,0,2,1,6,1,2,0,102,0,0,0,0,0,1,2008,5,372402
60,14803,1,0,3,1,0,14,2,2,0,5,6,5,1971,1971,1,1,3,4,1,1,2,1,1097,896,0,1993,2,1,4,1,8,1,2,0,66,0,0,0,0,0,6,2006,4,190000
20,13500,1,3,3,4,0,4,2,2,0,2,6,7,1960,1975,0,1,3,4,1,1,2,1,1252,0,0,1252,1,0,1,1,4,1,2,409,0,0,0,0,0,0,3,2008,4,235000
30,11340,1,3,3,0,0,17,2,2,0,2,6,5,1923,1950,1,1,3,4,0,1,4,1,1200,0,0,1200,1,0,4,1,7,0,2,0,0,228,0,0,0,0,3,2006,3,125000
50,9600,1,3,3,0,0,7,0,2,0,0,6,5,1924,1950,1,1,3,4,0,3,1,0,572,524,0,1096,1,0,2,1,5,0,0,0,8,128,0,0,0,0,4,2008,4,79000
20,7200,1,3,3,4,0,12,2,2,0,2,5,7,1950,1950,3,1,3,4,1,1,4,1,1040,0,0,1040,1,0,2,1,5,0,2,0,0,0,0,0,0,0,6,2006,4,109500
60,12003,1,3,3,0,0,23,2,2,0,5,8,5,2009,2010,1,1,2,4,2,1,0,1,774,1194,0,1968,2,1,4,1,8,1,2,0,75,0,0,0,0,0,5,2010,5,269500
60,12552,1,3,3,0,0,21,2,2,0,5,7,5,2004,2005,1,1,2,4,2,1,0,1,991,956,0,1947,2,1,3,1,8,1,2,0,136,0,0,0,0,0,5,2010,4,254900
60,19378,1,0,1,0,0,8,2,2,0,5,7,5,2005,2006,1,1,2,4,2,1,0,1,1392,1070,0,2462,2,1,4,1,9,1,2,239,132,0,168,0,0,0,3,2006,5,320000
20,11120,1,0,3,1,0,24,2,2,0,2,6,6,1984,1984,1,1,3,4,2,1,4,1,1232,0,0,1232,2,0,3,1,6,0,2,0,0,0,0,0,0,0,6,2008,4,162500
60,13688,1,0,3,4,0,16,2,2,0,5,9,5,2003,2004,1,1,2,4,2,1,0,1,1572,1096,0,2668,2,1,3,1,10,2,2,400,0,0,0,0,0,0,3,2008,4,412500
20,12182,1,3,3,0,0,16,2,2,0,2,7,5,2005,2005,1,1,2,4,2,1,0,1,1541,0,0,1541,2,0,3,1,7,1,2,0,70,0,0,0,0,0,5,2010,5,220000
45,5500,1,3,3,4,0,17,2,2,0,1,4,6,1956,1956,1,1,3,4,1,1,0,1,882,0,0,882,1,0,1,1,4,0,2,0,0,0,0,0,0,0,4,2007,4,103200
40,5400,1,3,3,0,0,17,2,2,0,2,6,7,1926,2004,1,1,3,2,0,1,2,1,1149,467,0,1616,2,0,3,1,5,0,2,0,0,183,0,0,0,0,10,2007,4,152000
190,10106,1,3,3,4,0,7,2,2,1,0,5,7,1940,1999,1,1,3,2,0,1,2,1,808,547,0,1355,2,0,4,2,6,0,2,140,0,0,0,0,0,0,9,2008,4,127500
20,10708,1,0,3,4,0,4,2,2,0,2,5,5,1955,1993,3,1,2,4,1,1,0,1,1867,0,0,1867,1,0,2,1,7,3,2,476,0,0,0,142,0,0,11,2009,4,190000
60,10562,1,3,3,4,0,16,2,2,0,5,8,5,2007,2007,1,1,2,4,2,1,0,1,1610,551,0,2161,1,1,3,1,8,1,2,178,120,0,0,0,0,0,11,2007,5,325624
60,8244,1,0,3,4,0,8,2,2,0,5,7,5,2004,2004,1,1,2,4,2,1,0,1,840,880,0,1720,2,1,3,1,7,1,2,100,48,0,0,0,0,0,5,2007,4,183500
20,16669,1,0,3,0,0,23,2,2,0,2,8,6,1981,1981,3,6,2,4,1,1,4,1,1707,0,0,1707,2,1,2,1,6,1,2,574,64,0,0,0,0,0,1,2006,4,228000
50,12358,1,0,3,4,0,17,1,2,0,0,5,6,1941,1950,1,1,3,4,1,1,4,1,854,0,528,1382,1,1,2,1,7,0,2,237,0,0,0,0,0,0,5,2007,4,128500
20,31770,1,0,3,0,0,12,2,2,0,2,6,5,1960,1960,3,1,3,4,1,1,1,1,1656,0,0,1656,1,0,3,1,7,2,1,210,62,0,0,0,0,0,5,2010,4,215000
160,5306,1,0,3,4,0,22,2,2,4,5,7,7,1987,1987,1,1,2,2,2,1,2,1,1064,703,0,1767,2,0,2,1,5,1,2,441,35,0,0,0,0,0,6,2006,4,239000
20,10197,1,0,3,4,0,12,2,2,0,2,6,5,1961,1961,1,1,3,4,1,1,4,1,1362,0,0,1362,1,1,3,1,6,1,2,0,20,0,0,0,0,0,6,2008,4,163000
20,12416,1,0,3,4,0,23,2,2,0,2,6,5,1986,1986,1,1,3,4,1,1,4,1,1651,0,0,1651,2,0,3,1,7,1,2,192,0,0,0,0,0,0,11,2008,4,184000
20,12615,1,3,3,0,0,7,2,2,0,2,6,7,1950,2001,1,1,3,4,1,1,4,1,2158,0,0,2158,2,0,4,1,7,1,2,0,29,39,0,0,0,0,6,2007,4,243000
60,10029,1,0,3,0,0,4,2,2,0,5,6,5,1988,1989,1,1,2,4,2,1,4,1,1164,896,0,2060,2,1,4,1,8,1,2,0,228,0,0,192,0,0,9,2007,4,211000
50,13650,1,3,3,4,0,19,2,2,0,0,5,5,1958,1958,1,1,2,2,1,1,0,1,1252,668,0,1920,2,0,4,1,8,1,2,0,0,0,0,0,0,0,7,2006,4,172500
20,17423,1,0,3,1,0,22,2,2,0,2,9,5,2008,2009,3,1,0,4,2,1,0,1,2234,0,0,2234,2,0,1,1,9,1,2,0,60,0,0,0,0,0,7,2009,5,501837
30,8520,1,3,3,4,0,17,2,2,0,2,5,6,1923,2006,1,1,2,4,1,1,4,1,968,0,0,968,1,0,2,1,5,0,0,0,0,184,0,0,0,0,7,2007,4,100000
160,2117,1,3,3,4,0,21,2,2,3,5,6,5,2000,2000,1,1,2,4,2,1,0,1,769,756,0,1525,2,1,3,1,5,1,2,0,0,0,0,0,0,0,6,2007,4,177000
70,7588,1,3,3,4,0,6,2,2,0,5,7,6,1920,1950,1,1,3,4,0,1,2,1,901,901,0,1802,1,1,4,1,9,1,2,0,0,40,0,0,0,0,7,2006,4,200100
20,9060,1,3,3,4,0,7,0,2,0,2,5,6,1957,2006,3,1,3,4,2,1,0,1,1340,0,0,1340,1,0,3,1,7,1,2,116,0,0,180,0,0,0,6,2007,4,120000
50,11426,1,3,3,4,0,17,2,2,0,0,7,5,2003,2003,1,1,3,4,2,1,0,1,1362,720,0,2082,2,1,3,1,6,0,0,280,238,0,0,0,0,0,6,2008,4,200000
50,7438,1,0,3,4,0,3,6,1,0,0,5,8,1908,1991,1,1,3,4,2,1,2,1,936,316,0,1252,1,0,3,1,5,0,2,104,0,0,0,0,0,0,6,2006,4,127000
75,22950,1,1,3,4,0,17,0,2,0,3,10,9,1892,1993,1,7,2,2,0,1,0,1,1518,1518,572,3608,2,1,4,1,12,2,2,0,260,0,0,410,0,0,6,2006,4,475000
80,9947,1,0,3,1,0,11,2,2,0,7,7,5,1990,1991,1,1,3,4,2,1,0,1,1217,0,0,1217,2,0,3,1,6,0,2,168,27,0,0,0,0,0,6,2009,4,173000
50,10410,1,3,3,4,0,17,2,2,0,0,5,7,1916,1987,1,1,3,4,1,1,0,1,808,704,144,1656,2,1,3,1,8,0,0,0,0,0,140,0,0,0,8,2009,4,135000
90,7018,1,3,0,4,0,20,1,2,2,6,5,5,1979,1979,1,1,3,4,1,1,4,1,1224,0,0,1224,0,2,2,2,6,2,2,120,0,0,0,0,0,0,6,2009,2,153337
120,4923,1,3,3,4,0,22,2,2,4,2,8,5,2001,2002,1,1,2,4,2,1,0,1,1593,0,0,1593,1,1,0,1,5,1,2,0,120,0,0,224,0,0,8,2008,4,286000
70,10570,1,3,0,4,1,6,2,2,0,5,8,8,1932,1994,3,1,2,4,1,1,4,1,1549,1178,0,2727,2,1,3,1,10,2,2,0,74,0,0,0,0,0,12,2007,4,315000
60,7472,1,0,3,1,0,12,2,2,0,5,7,9,1972,2004,1,1,3,4,1,1,2,1,725,754,0,1479,1,1,4,1,7,0,2,0,32,0,0,0,0,0,6,2007,4,184000
20,9017,1,0,3,4,0,5,2,2,0,2,7,5,1999,1999,1,1,2,4,2,1,0,1,1431,0,0,1431,2,0,3,1,6,0,2,0,35,0,0,0,0,0,9,2009,4,192000
160,2522,1,3,3,4,0,7,2,2,3,5,7,5,2004,2004,1,1,2,4,2,1,0,1,970,739,0,1709,2,0,3,1,7,0,2,0,40,0,0,0,0,0,5,2006,4,130000
20,7180,1,0,3,4,0,5,2,2,0,2,5,7,1972,1972,3,1,3,4,1,1,4,1,864,0,0,864,1,0,3,1,5,0,2,0,0,0,0,0,0,0,5,2008,4,127000
160,2280,1,3,3,2,0,13,2,2,3,5,6,6,1976,1976,1,1,3,4,1,1,4,1,855,601,0,1456,2,1,3,1,7,1,2,87,0,0,0,0,0,0,7,2009,4,148500
20,9416,1,3,3,4,0,21,2,2,0,2,7,5,2007,2007,3,1,0,4,2,1,0,1,1726,0,0,1726,2,0,3,1,8,1,2,171,138,0,0,266,0,0,9,2007,5,311872
75,25419,1,3,3,0,0,12,0,2,0,5,8,4,1918,1990,1,1,2,2,2,1,2,1,1360,1360,392,3112,2,0,4,1,8,1,2,0,16,552,0,0,512,0,3,2006,0,235000
75,5520,1,3,3,0,0,17,2,2,0,3,6,6,1912,1950,1,1,3,4,1,1,0,1,929,929,371,2229,1,0,5,1,8,0,2,0,198,30,0,0,0,0,7,2009,0,104000
20,9591,1,3,3,4,0,16,2,2,0,2,8,5,2004,2005,3,1,2,4,2,1,0,1,1713,0,0,1713,2,0,3,1,7,1,2,0,26,0,0,170,0,0,1,2009,4,274900
20,8546,1,3,3,0,0,7,2,2,0,2,4,5,2003,2004,1,1,3,4,2,1,0,1,1121,0,0,1121,2,0,2,1,5,0,2,132,64,0,0,0,0,0,3,2010,4,140000
20,10125,1,3,3,4,0,11,2,2,0,2,6,6,1977,1977,1,1,3,4,1,1,4,1,1279,0,0,1279,2,0,3,1,6,2,2,238,83,0,0,0,0,0,2,2008,4,171500
50,7000,1,3,3,0,0,17,0,2,0,0,6,6,1924,1950,1,1,3,2,0,1,2,1,865,445,0,1310,2,0,2,1,6,0,2,0,0,126,0,0,0,0,5,2006,4,112000
120,4438,1,3,3,4,0,5,2,2,4,2,6,5,2004,2004,1,1,2,4,2,1,0,1,848,0,0,848,1,0,1,1,3,1,2,149,0,0,0,0,0,0,1,2008,4,149000
50,3500,1,3,3,4,0,17,2,2,0,0,5,7,1947,1950,1,1,3,4,1,1,4,1,720,564,0,1284,1,1,2,1,5,0,2,0,35,0,0,0,0,0,4,2009,4,110000
20,11851,1,3,3,0,0,8,2,2,0,2,7,5,1990,1990,1,1,3,4,2,1,0,1,1442,0,0,1442,2,0,3,1,5,0,2,0,34,0,508,0,0,0,5,2009,4,180500
20,13673,1,0,3,1,0,19,5,2,0,2,5,5,1962,1962,1,1,3,2,1,1,4,1,1696,0,0,1696,1,1,3,1,8,1,2,0,30,0,0,0,0,0,3,2007,4,143900
20,12493,1,0,3,4,0,12,2,2,0,2,4,5,1960,1960,1,1,3,4,2,1,4,1,1100,0,0,1100,1,0,3,1,6,1,2,355,0,0,0,0,0,0,4,2008,4,141000
60,14364,1,0,2,4,1,20,2,2,0,5,7,5,1988,1989,1,1,2,4,1,1,0,1,1180,882,0,2062,2,1,3,1,7,1,2,60,55,0,0,154,0,0,4,2007,4,277000
20,8250,1,3,3,4,0,12,2,2,0,2,6,7,1964,1964,3,1,3,4,1,1,0,1,1092,0,0,1092,1,0,3,1,6,0,2,0,0,0,0,0,0,0,7,2008,4,145000
30,5604,1,3,3,4,0,7,2,2,0,2,5,6,1925,1950,1,1,3,4,1,1,4,0,864,0,0,864,1,0,2,1,5,0,2,0,0,96,0,0,0,0,4,2008,4,98000
20,10420,1,3,3,0,0,7,2,2,0,2,6,5,2009,2009,1,1,3,4,2,1,0,1,1212,0,0,1212,2,0,3,1,6,0,2,100,22,0,0,0,0,0,3,2010,4,186000
60,8640,1,3,3,4,0,21,2,2,0,5,7,5,2009,2009,1,1,3,4,2,1,0,1,932,920,0,1852,2,1,3,1,7,1,2,168,108,0,0,0,0,0,7,2009,5,252678
20,13568,1,1,3,1,0,5,2,2,0,2,5,5,1995,1995,1,1,3,4,2,1,0,1,990,0,0,990,1,0,3,1,5,0,2,224,0,0,0,0,0,0,7,2006,4,156000
60,10900,1,0,3,2,0,5,2,2,0,5,6,7,1977,1977,1,1,3,4,1,1,0,1,689,703,0,1392,1,1,3,1,6,0,2,0,36,0,0,0,0,450,3,2010,4,161750
20,10011,1,0,3,4,0,12,2,2,0,2,5,6,1957,1996,1,1,3,4,1,1,4,1,1236,0,0,1236,1,0,2,1,6,1,2,0,0,0,0,0,0,0,5,2006,4,134450
20,8450,1,3,3,4,0,5,2,2,0,2,7,5,2004,2004,1,1,2,4,2,1,0,1,1436,0,0,1436,2,0,3,1,8,0,2,139,98,0,0,0,0,0,4,2008,4,210000
70,9906,1,3,3,4,0,17,2,2,0,5,4,4,1925,1950,1,1,3,4,1,1,1,0,810,518,0,1328,1,0,3,1,8,0,2,0,172,60,0,0,0,0,9,2006,3,107000
50,15660,1,0,3,0,0,6,2,2,0,0,7,9,1939,2006,1,1,2,2,1,1,0,1,1137,817,0,1954,1,1,3,1,8,2,2,0,119,150,0,0,0,0,5,2008,4,311500
120,3010,1,3,3,4,0,0,2,2,4,2,7,5,2005,2006,1,1,2,4,2,1,0,1,1248,0,0,1248,2,0,2,1,5,0,2,108,0,0,0,0,0,0,3,2006,5,167240
20,8990,1,0,3,4,0,5,2,2,0,2,7,5,2006,2006,1,1,2,4,2,1,0,1,1498,0,0,1498,2,0,2,1,5,0,2,351,33,0,0,0,0,0,4,2006,5,204900
60,8068,1,0,3,4,0,8,2,2,0,5,6,5,2002,2002,1,1,2,4,2,1,0,1,1010,1257,0,2267,2,1,4,1,8,1,2,120,46,0,0,0,0,0,12,2009,4,200000
60,11475,1,3,3,4,0,14,6,2,0,5,6,6,1975,1975,1,1,3,4,1,1,4,1,811,741,0,1552,2,1,3,1,6,1,2,209,208,0,0,0,0,0,2,2006,4,179900
20,10500,1,3,3,2,0,12,2,2,0,2,4,6,1971,1971,1,1,3,4,1,1,2,1,864,0,0,864,1,0,2,1,4,0,2,216,0,0,0,0,0,0,3,2009,0,97000
20,13472,1,3,3,4,0,16,2,2,0,2,10,5,2003,2003,3,1,0,4,2,1,0,1,2392,0,0,2392,2,0,3,1,8,1,2,248,105,0,0,0,0,0,6,2009,4,386250
160,1680,1,3,3,4,0,2,2,2,3,5,5,5,1971,1971,1,1,3,4,1,1,4,1,630,672,0,1302,2,1,3,1,6,0,2,0,0,0,0,0,0,0,5,2009,0,112000
60,9950,1,0,3,4,0,15,2,2,0,5,7,5,1995,1995,1,1,2,4,2,1,0,1,1214,1306,0,2520,2,1,4,1,9,1,2,224,114,0,0,0,0,0,6,2007,0,290000
160,1869,1,3,3,4,0,2,2,2,3,5,6,6,1970,1970,1,1,3,4,1,1,4,1,483,504,0,987,1,1,2,1,5,0,2,0,0,0,0,0,0,0,9,2008,4,106000
20,8521,1,3,3,2,0,19,1,2,0,2,5,5,1967,1967,1,1,3,4,1,1,4,1,912,0,0,912,1,0,3,1,5,1,2,0,0,0,0,0,0,0,5,2010,4,125000
120,3182,1,3,3,4,0,0,2,2,4,2,7,5,2005,2006,1,1,2,4,2,1,0,1,1555,0,0,1555,2,0,2,1,7,1,2,143,20,0,0,0,0,0,5,2009,4,192500
20,8760,1,3,3,4,0,12,2,2,0,2,6,6,1959,1959,3,1,3,4,1,1,4,1,1194,0,0,1194,1,0,3,1,6,0,2,0,0,120,0,0,0,0,4,2010,4,148000
60,15138,1,0,3,4,0,15,2,2,0,5,8,5,1995,1996,1,1,2,4,2,1,0,1,1490,1304,0,2794,2,1,4,1,9,1,2,0,146,202,0,0,0,0,7,2009,4,403000
160,1680,1,3,3,4,0,2,2,2,3,5,6,5,1972,1972,1,1,3,4,1,1,4,1,483,504,0,987,1,1,2,1,5,1,2,0,0,0,0,0,0,0,6,2006,4,94500
20,10650,1,3,3,0,0,5,2,2,0,2,5,6,1976,1976,1,1,3,4,1,1,4,1,894,0,0,894,1,0,3,1,5,0,2,365,0,0,0,0,0,0,2,2010,4,128200
60,7851,1,3,3,4,0,8,2,2,0,5,6,5,2002,2002,1,1,2,4,2,1,0,1,860,1100,0,1960,2,1,4,1,8,2,2,288,48,0,0,0,0,0,5,2010,4,216500
160,1680,1,3,3,4,0,2,2,2,4,5,6,3,1971,1971,1,1,3,4,1,1,4,1,483,504,0,987,1,1,2,1,5,0,2,0,0,0,0,0,0,0,8,2008,4,89500
20,8773,1,3,3,2,0,5,2,2,0,2,7,5,2004,2004,1,1,2,4,2,1,0,1,1414,0,0,1414,2,0,3,1,6,0,2,132,105,0,0,0,0,0,5,2010,4,185500
60,9453,1,0,3,1,0,20,7,2,0,5,7,7,1993,2003,1,1,2,4,2,1,0,1,1014,730,0,1744,2,1,3,1,7,0,2,370,70,0,238,0,0,0,2,2010,4,194500
20,12030,1,3,3,4,0,16,2,2,0,2,8,5,2007,2007,3,1,0,4,2,1,0,1,1694,0,0,1694,2,0,3,1,7,0,2,168,228,0,0,0,0,0,12,2007,5,318000
50,8741,1,3,3,4,0,7,2,2,0,0,6,4,1945,1950,1,1,3,4,1,1,4,1,798,689,0,1487,1,1,3,1,7,1,2,0,140,0,0,0,0,0,4,2010,4,113000
20,9000,1,3,3,4,0,21,2,2,0,2,8,5,2008,2008,1,1,2,4,2,1,0,1,1566,0,0,1566,2,0,3,1,7,0,2,144,168,0,0,0,0,0,4,2010,4,262500
30,3880,1,3,3,4,0,17,2,2,0,2,5,9,1945,1997,1,1,3,2,1,1,2,1,866,0,0,866,1,0,2,1,4,0,2,58,42,0,0,0,0,0,8,2007,4,110500
50,5000,1,3,3,0,0,17,2,2,0,0,5,4,1900,1950,1,1,3,4,0,1,2,0,889,551,0,1440,1,0,3,1,6,0,2,0,0,77,0,0,0,0,4,2006,4,79000
160,10762,1,3,3,0,0,20,2,2,4,5,6,6,1980,1980,1,1,3,4,1,1,4,1,626,591,0,1217,1,1,3,1,6,1,2,0,28,0,0,0,0,0,4,2009,4,120000
60,8880,1,0,3,4,0,20,2,2,0,5,7,5,1994,2002,1,1,2,4,2,1,0,1,1222,888,0,2110,2,1,3,1,8,2,2,0,130,0,0,0,0,0,5,2010,4,205000
20,10400,1,3,3,4,0,14,2,2,0,2,7,5,1988,1988,1,1,3,4,1,1,2,1,1872,0,0,1872,2,0,3,1,6,1,2,197,39,0,0,0,0,0,6,2006,4,241500
190,9142,1,3,3,4,0,17,2,2,1,5,6,8,1910,1950,1,1,3,1,4,1,2,0,908,1020,0,1928,2,0,4,2,9,0,2,0,60,112,0,0,0,0,4,2006,4,137000
20,11310,1,3,3,4,0,12,2,2,0,2,6,5,1954,1954,3,1,3,4,1,1,0,1,1375,0,0,1375,1,0,2,1,5,1,2,0,30,0,0,0,0,0,6,2006,4,140000
60,11317,1,3,3,4,0,5,2,2,0,5,7,5,2003,2003,1,1,2,4,2,1,0,1,840,828,0,1668,2,1,3,1,8,0,2,144,68,0,0,0,0,0,9,2007,4,180000
50,159000,1,1,2,1,2,4,2,2,0,0,6,7,1958,2006,1,1,2,4,1,1,2,1,1444,700,0,2144,2,0,4,1,7,2,2,0,98,0,0,0,0,500,6,2007,4,277000
30,5350,1,0,3,4,0,3,2,2,0,2,3,2,1940,1966,1,1,3,3,1,1,0,1,1306,0,0,1306,1,0,3,1,6,0,2,263,0,0,0,0,0,450,5,2010,4,76500
120,4750,1,0,1,4,1,6,2,2,4,2,8,5,2006,2007,3,1,2,4,2,1,0,1,1625,0,0,1625,2,0,2,1,5,1,2,123,0,0,0,153,0,0,12,2007,3,235000
60,8366,1,0,3,4,0,20,2,2,0,5,6,5,2004,2004,1,1,2,4,2,1,0,1,798,842,0,1640,2,1,3,1,6,0,2,138,45,0,0,0,0,0,12,2008,4,173000
80,9350,1,3,3,4,0,12,2,2,0,7,6,7,1964,1991,3,1,3,4,1,1,0,1,1302,0,0,1302,2,0,3,1,7,0,2,333,0,0,0,0,0,0,10,2007,4,158000
20,8400,1,3,3,4,0,12,2,2,0,2,5,6,1957,1957,1,1,3,2,1,1,4,1,1314,0,0,1314,1,0,3,1,5,0,2,250,0,0,0,0,0,0,6,2010,4,145000
60,8738,1,0,3,4,0,8,2,2,0,5,7,5,1999,1999,1,1,2,4,2,1,0,1,1005,1286,0,2291,2,1,4,1,8,1,2,192,0,0,0,0,0,0,2,2006,4,230000
60,8791,1,0,3,4,0,21,2,2,0,5,6,5,2003,2003,1,1,2,4,2,1,0,1,864,864,0,1728,2,1,3,1,7,0,2,216,56,0,0,0,0,0,5,2008,4,207500
20,8814,1,3,3,4,0,5,2,2,0,2,7,5,2006,2006,1,1,2,4,2,1,0,1,1604,0,0,1604,2,1,3,1,8,1,2,123,110,0,0,0,0,0,3,2009,0,220000
60,12435,1,3,3,4,0,5,2,2,0,5,7,5,2001,2001,1,1,2,4,2,1,0,1,963,829,0,1792,2,1,3,1,7,1,2,0,96,0,245,0,0,0,5,2008,4,231500
20,12702,1,3,3,4,0,17,2,2,0,2,5,5,1956,1956,1,1,3,4,2,1,2,1,882,0,0,882,1,0,2,1,4,0,2,0,45,0,0,0,0,0,12,2008,4,97000
80,19296,1,3,3,0,0,12,0,2,0,7,6,5,1962,1962,1,1,3,4,1,1,4,1,1382,0,0,1382,1,0,3,1,6,1,2,0,0,252,0,0,0,0,5,2009,4,176000
60,9588,1,0,3,4,0,5,2,2,0,5,8,5,2007,2007,1,1,2,4,2,1,0,1,1482,1092,0,2574,2,1,3,1,10,1,2,0,148,0,0,0,0,0,11,2007,5,276000
80,8471,1,0,3,0,0,19,2,2,0,7,6,7,1977,1995,1,1,3,4,1,1,4,1,1212,0,0,1212,1,0,3,1,6,1,2,292,12,0,0,0,0,0,7,2006,4,151000
50,5500,1,3,3,0,0,17,2,2,0,0,5,7,1929,2001,1,1,3,4,0,1,4,1,926,0,390,1316,1,0,3,1,6,0,2,0,0,0,0,0,0,0,4,2010,4,130000
30,5232,1,2,0,4,0,17,0,2,0,2,5,5,1925,2004,1,1,3,4,0,1,2,0,764,0,0,764,1,0,2,1,4,0,0,0,0,0,0,0,0,0,6,2008,4,73000
20,12090,1,0,3,4,0,14,2,2,0,2,6,6,1981,1981,1,1,3,2,1,1,4,1,1422,0,0,1422,2,0,3,1,7,1,2,276,0,0,0,0,0,0,6,2008,4,175500
60,11207,1,0,1,2,0,8,2,2,0,5,6,5,1997,1997,1,1,3,4,2,1,2,1,802,709,0,1511,2,1,3,1,8,1,2,95,75,0,0,0,0,0,6,2006,4,185000
75,8400,1,3,0,4,1,18,2,2,0,3,5,8,1939,1997,1,1,3,4,2,1,0,1,1052,720,420,2192,2,1,4,1,8,1,2,262,24,0,0,0,0,0,7,2008,4,179500
30,6900,1,3,3,4,0,9,2,2,0,2,5,6,1940,1955,1,1,3,4,1,1,0,1,778,0,0,778,1,0,2,1,4,1,2,0,25,0,0,0,0,0,2,2008,4,120500
20,7917,1,0,3,0,0,7,2,2,0,2,6,7,1976,1976,3,1,3,2,1,1,4,1,1113,0,0,1113,1,1,3,1,6,1,2,370,30,0,0,0,0,0,5,2007,4,148000
60,10728,1,3,3,4,0,21,2,2,0,5,8,5,2006,2006,1,1,2,4,2,1,2,1,1095,844,0,1939,2,1,3,1,8,1,2,192,51,0,0,0,0,0,8,2006,5,266000
20,39104,1,0,2,1,2,4,2,2,0,2,7,7,1954,2005,0,2,3,4,1,1,0,1,1363,0,0,1363,1,0,2,1,5,2,2,81,0,0,0,0,0,0,4,2008,4,241500
60,11764,1,0,3,1,0,15,2,2,0,5,8,7,1999,2007,1,1,2,4,2,1,0,1,1164,1106,0,2270,2,1,4,1,9,1,2,132,57,0,0,0,0,0,4,2010,4,290000
